area_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age,distance_city_km,property_type,location_quality,furnishing_status,mainroad,basement,has_garden,price
1095,7,1.0,3,3.0,44,33.3,House,Medium,Semi-Furnished,No,Yes,No,9857690
764,3,5.0,3,2.0,0,14.1,Apartment,High,Semi-Furnished,No,No,No,10582848
2894,2,1.0,1,1.0,41,,House,High,Unfurnished,Yes,Yes,No,22013488
6045,7,3.0,1,2.0,15,15.3,Townhouse,High,Unfurnished,Yes,Yes,No,53922673
4620,7,2.0,3,,51,2.7,House,Medium,Unfurnished,No,Yes,No,39496400
1049,7,2.0,2,2.0,52,15.7,Villa,Medium,Semi-Furnished,No,No,No,11410132
5514,7,1.0,3,3.0,27,38.1,House,High,Unfurnished,No,No,Yes,45955986
5553,7,5.0,2,3.0,17,19.8,Apartment,Low,Unfurnished,Yes,Yes,No,46447408
5294,4,3.0,1,3.0,12,5.2,House,High,Unfurnished,Yes,Yes,Yes,48996167
5911,2,2.0,2,2.0,9,27.8,House,Low,Semi-Furnished,Yes,No,No,46590525
1901,5,4.0,3,2.0,54,38.6,Apartment,Premium,Semi-Furnished,No,No,No,17479989
6376,2,1.0,2,1.0,10,36.4,House,Medium,Semi-Furnished,Yes,No,No,49137643
2390,4,3.0,1,0.0,24,23.3,House,Medium,Furnished,Yes,Yes,Yes,24906076
5302,5,3.0,1,1.0,26,15.7,House,Medium,Semi-Furnished,Yes,Yes,No,43878779
3955,7,3.0,3,3.0,37,23.6,Apartment,Medium,Furnished,Yes,No,No,34045903
5165,3,1.0,3,0.0,46,32.8,Townhouse,Medium,Semi-Furnished,Yes,No,No,39539232
4248,2,5.0,3,2.0,30,34.6,House,High,Unfurnished,No,No,No,34491628
4337,6,2.0,1,,41,32.9,Apartment,Medium,Furnished,Yes,Yes,No,32458868
4178,1,4.0,2,1.0,31,18.8,Apartment,Medium,Furnished,Yes,No,No,33363812
5162,4,4.0,3,0.0,24,5.6,Villa,Medium,Semi-Furnished,No,No,No,46834717
4921,6,2.0,2,2.0,8,23.2,House,High,Unfurnished,Yes,No,No,42501797
1264,4,1.0,2,3.0,11,7.1,House,Medium,Unfurnished,Yes,Yes,Yes,15091905
5447,3,2.0,2,3.0,23,3.4,Apartment,Medium,Semi-Furnished,Yes,No,No,45867893
3693,6,5.0,1,2.0,2,20.4,House,Premium,Semi-Furnished,Yes,No,Yes,38049091
2404,3,5.0,1,0.0,17,26.6,Villa,Medium,Semi-Furnished,Yes,No,Yes,24359520
3561,5,5.0,3,2.0,25,34.3,Apartment,Medium,Semi-Furnished,Yes,Yes,No,29392643
6300,4,2.0,1,0.0,25,31.5,Townhouse,Premium,Semi-Furnished,Yes,No,Yes,53756147
5638,1,4.0,1,1.0,44,34.4,Apartment,Medium,Unfurnished,Yes,No,No,41499356
5493,4,1.0,2,2.0,53,30.6,Apartment,Premium,Unfurnished,Yes,No,Yes,44999783
3249,1,4.0,3,2.0,40,28.4,House,High,Unfurnished,Yes,No,Yes,27033669
5194,7,3.0,2,0.0,4,1.4,House,Medium,Furnished,Yes,Yes,Yes,48460701
2779,5,4.0,2,3.0,22,25.4,Apartment,,Semi-Furnished,Yes,Yes,No,24082777
4601,3,4.0,2,1.0,40,5.7,House,,Furnished,Yes,No,Yes,39304604
4319,4,5.0,1,3.0,32,3.3,Apartment,Medium,Semi-Furnished,No,Yes,Yes,39980509
1961,5,3.0,1,2.0,25,7.1,House,,Semi-Furnished,Yes,No,Yes,19480423
2062,2,2.0,1,2.0,23,33.1,House,Low,Semi-Furnished,Yes,Yes,No,15171372
819,3,3.0,3,2.0,22,30.0,Townhouse,Medium,Furnished,Yes,No,Yes,10008509
1295,3,1.0,3,3.0,31,38.0,House,High,Furnished,Yes,No,Yes,11820143
3073,2,1.0,1,0.0,9,39.2,House,Low,Semi-Furnished,Yes,Yes,No,22106604
3341,6,3.0,1,2.0,28,35.8,House,High,,Yes,Yes,Yes,30658488
1448,1,5.0,1,0.0,11,6.2,Apartment,Premium,Semi-Furnished,Yes,Yes,Yes,18612145
2972,6,3.0,3,1.0,37,35.3,Apartment,High,Unfurnished,No,No,Yes,25390796
4105,3,4.0,2,3.0,47,,Townhouse,High,Unfurnished,Yes,Yes,No,34475668
1857,4,1.0,3,3.0,27,35.0,Apartment,High,Semi-Furnished,Yes,Yes,No,16305825
2496,2,,2,1.0,21,6.9,Villa,,Furnished,Yes,No,Yes,26676715
2673,3,4.0,3,1.0,51,5.6,Apartment,Medium,Unfurnished,Yes,No,No,21576905
3505,6,2.0,2,2.0,36,37.0,Villa,Premium,Unfurnished,No,No,Yes,34207760
2666,2,1.0,1,1.0,23,7.8,Apartment,High,Furnished,Yes,No,Yes,23986094
4908,1,1.0,3,0.0,1,15.4,Townhouse,High,Unfurnished,Yes,Yes,No,41908070
2431,4,5.0,3,1.0,0,18.8,House,Premium,Unfurnished,Yes,No,Yes,28154784
3075,2,4.0,3,1.0,12,5.9,Apartment,Medium,Semi-Furnished,Yes,No,No,28626026
2745,3,2.0,3,2.0,13,1.8,House,Medium,,Yes,No,Yes,28125000
1556,4,2.0,1,3.0,39,39.8,House,High,Semi-Furnished,Yes,Yes,Yes,12557069
4598,4,1.0,1,2.0,27,35.2,Apartment,Low,Semi-Furnished,No,No,No,33615619
1874,5,5.0,2,1.0,54,36.6,Apartment,Medium,Unfurnished,No,Yes,No,12807266
2246,5,1.0,1,2.0,29,12.1,House,High,Unfurnished,Yes,No,No,20684910
5246,6,4.0,2,3.0,49,9.6,House,Medium,Semi-Furnished,Yes,No,No,44322243
6190,1,2.0,1,1.0,30,17.6,Apartment,Medium,Furnished,No,Yes,Yes,48615148
4508,3,2.0,2,1.0,19,18.7,Townhouse,High,Unfurnished,No,No,No,38367037
5993,1,2.0,2,0.0,39,1.2,Apartment,Low,Unfurnished,Yes,Yes,No,46982869
5617,1,5.0,2,3.0,24,31.4,Apartment,High,Unfurnished,Yes,No,No,44882081
3359,2,1.0,3,3.0,15,39.9,House,Low,,No,No,Yes,24929083
5110,5,2.0,2,0.0,26,21.6,Apartment,High,Unfurnished,Yes,No,Yes,42249627
2436,7,2.0,2,1.0,36,16.1,Apartment,Medium,Unfurnished,Yes,Yes,No,19812741
3236,6,2.0,1,1.0,20,16.3,House,Medium,Furnished,Yes,No,No,28495820
3689,5,1.0,2,3.0,38,4.7,Apartment,Medium,Unfurnished,Yes,No,No,31507170
6260,6,5.0,1,0.0,53,11.4,Apartment,Medium,Semi-Furnished,Yes,No,No,48881329
5583,2,2.0,1,0.0,22,20.6,House,Medium,Semi-Furnished,No,Yes,No,43813694
3409,6,3.0,2,1.0,16,17.8,House,High,Furnished,Yes,Yes,Yes,33642329
4398,7,2.0,1,2.0,22,22.3,Villa,High,Furnished,No,Yes,No,43297041
1674,1,5.0,2,0.0,46,34.1,House,Low,Semi-Furnished,Yes,No,No,11896825
5316,4,2.0,1,2.0,9,9.8,House,High,Unfurnished,Yes,No,Yes,46350770
3795,6,2.0,3,2.0,53,2.1,Apartment,High,Semi-Furnished,Yes,Yes,Yes,33908812
3672,4,2.0,3,3.0,22,2.5,Villa,High,Unfurnished,No,Yes,No,36594090
5086,6,2.0,1,0.0,46,6.2,Apartment,Medium,Unfurnished,Yes,Yes,No,40955750
4279,7,1.0,2,0.0,43,23.2,Apartment,Low,Unfurnished,Yes,Yes,Yes,32573162
888,4,4.0,2,0.0,43,32.5,Villa,Premium,Furnished,No,Yes,No,15255151
2193,1,1.0,2,3.0,49,35.6,House,Medium,Unfurnished,Yes,No,Yes,15810757
1519,3,2.0,2,2.0,10,25.8,House,Medium,Semi-Furnished,Yes,No,Yes,16070109
4896,2,2.0,3,2.0,32,16.7,Apartment,High,Semi-Furnished,No,Yes,Yes,40933778
662,4,2.0,2,3.0,5,7.0,Apartment,Medium,Semi-Furnished,Yes,No,No,10035066
1674,5,4.0,1,2.0,16,16.7,House,High,Unfurnished,Yes,No,No,18502113
4064,4,3.0,2,0.0,2,14.0,House,Low,Furnished,No,No,Yes,37404313
4653,2,5.0,1,2.0,37,34.9,House,High,Semi-Furnished,Yes,No,No,38387938
3494,3,2.0,2,2.0,33,20.0,Apartment,Premium,Semi-Furnished,Yes,Yes,No,31896279
5657,5,5.0,1,0.0,40,9.8,Apartment,Premium,Unfurnished,Yes,Yes,No,49489782
6009,1,1.0,1,2.0,9,12.3,House,Premium,Furnished,Yes,No,No,52007533
1249,2,3.0,3,1.0,18,6.3,House,High,Semi-Furnished,Yes,No,Yes,16571850
6212,7,4.0,1,0.0,37,36.8,Apartment,Medium,Semi-Furnished,Yes,No,Yes,49788829
4166,1,3.0,3,1.0,45,3.0,Apartment,Premium,Unfurnished,Yes,Yes,Yes,37440498
4299,3,,3,1.0,48,1.5,Apartment,Premium,Unfurnished,Yes,No,No,39527821
1025,2,2.0,2,1.0,4,8.1,Apartment,Medium,Unfurnished,Yes,No,Yes,11738253
4212,1,1.0,3,1.0,22,32.6,House,Medium,Unfurnished,Yes,No,Yes,32972727
4840,3,4.0,1,2.0,0,21.4,Apartment,Low,Unfurnished,Yes,No,No,37944253
3963,4,1.0,1,1.0,45,25.4,House,Medium,Unfurnished,Yes,No,Yes,29623541
961,2,4.0,1,1.0,6,15.0,Villa,High,Furnished,Yes,Yes,No,15327340
3615,1,4.0,2,3.0,45,3.7,Townhouse,Medium,Furnished,Yes,No,No,31962096
6112,1,5.0,2,0.0,8,34.4,Townhouse,Medium,Furnished,Yes,No,No,49226324
4826,5,3.0,3,1.0,0,8.5,Apartment,Medium,Semi-Furnished,Yes,No,No,41883483
1281,7,5.0,2,0.0,48,2.3,Apartment,Low,Semi-Furnished,No,No,No,12026248
6257,2,1.0,1,3.0,24,23.3,Apartment,Premium,Unfurnished,Yes,No,No,50648787
6251,3,3.0,3,0.0,23,4.2,House,Medium,Semi-Furnished,Yes,Yes,No,51690907
1474,3,1.0,3,3.0,35,4.7,Apartment,Low,Unfurnished,Yes,No,No,13228018
5295,3,4.0,3,0.0,15,32.2,House,Low,Semi-Furnished,Yes,Yes,No,43564305
2910,2,4.0,2,1.0,37,20.2,Apartment,High,Furnished,Yes,No,Yes,26558206
4041,1,5.0,2,2.0,23,10.4,Apartment,High,Furnished,Yes,Yes,Yes,37665852
3143,4,4.0,2,3.0,14,14.6,House,Low,Unfurnished,Yes,No,No,26377882
5184,3,2.0,3,0.0,21,29.4,House,Low,Semi-Furnished,Yes,No,Yes,40801014
6479,3,1.0,1,0.0,0,3.6,House,Medium,Unfurnished,Yes,No,No,52323089
5260,2,5.0,3,3.0,16,5.5,Townhouse,Medium,Unfurnished,Yes,No,No,46424047
6084,7,3.0,1,1.0,32,25.0,Apartment,High,Unfurnished,Yes,No,No,49977136
6173,5,1.0,2,0.0,7,24.7,Apartment,Low,Unfurnished,No,Yes,No,48176469
995,3,,1,2.0,6,38.9,House,Medium,Semi-Furnished,No,No,No,11571234
1982,2,5.0,2,0.0,36,15.6,House,Medium,Semi-Furnished,Yes,Yes,Yes,19097717
4817,6,3.0,3,3.0,23,3.5,House,Medium,Unfurnished,Yes,Yes,Yes,43511902
4019,7,4.0,3,3.0,7,22.0,Apartment,Medium,Furnished,Yes,No,Yes,38634490
753,1,1.0,3,3.0,41,25.9,Townhouse,Low,Semi-Furnished,Yes,Yes,Yes,7259895
1025,7,1.0,1,1.0,42,6.4,Apartment,Medium,Semi-Furnished,Yes,No,No,9775701
3599,5,2.0,1,0.0,1,22.6,House,Low,Semi-Furnished,Yes,No,No,31995269
4177,1,4.0,3,1.0,11,8.7,House,Low,Semi-Furnished,Yes,No,No,36536657
1464,6,1.0,2,1.0,20,33.9,Townhouse,Premium,Semi-Furnished,Yes,Yes,No,17224410
1486,1,1.0,1,3.0,40,33.6,House,Medium,Semi-Furnished,Yes,No,Yes,10504250
1232,1,4.0,3,2.0,4,17.8,Townhouse,Medium,Furnished,Yes,No,No,16268061
3867,1,4.0,2,3.0,44,38.7,Apartment,Low,Unfurnished,No,No,No,27320997
497,4,4.0,1,3.0,17,39.2,House,High,Semi-Furnished,Yes,No,No,7981265
3913,5,4.0,3,2.0,6,6.0,Villa,Premium,Unfurnished,No,No,Yes,43045449
3329,3,5.0,2,0.0,47,15.3,House,High,Furnished,No,No,No,30544979
3269,1,4.0,2,0.0,4,24.4,House,Medium,Unfurnished,Yes,Yes,Yes,29613283
4559,2,3.0,3,0.0,7,4.3,Townhouse,High,Unfurnished,Yes,No,No,41911478
3611,6,5.0,2,2.0,52,15.9,Apartment,Medium,Furnished,Yes,No,No,31605337
4852,7,2.0,2,0.0,28,11.2,House,High,Semi-Furnished,No,Yes,No,43204602
5071,6,1.0,2,,25,38.1,Townhouse,High,,Yes,Yes,Yes,42281626
6016,1,4.0,1,0.0,37,17.1,Townhouse,Low,,No,No,Yes,48452418
5285,6,2.0,1,3.0,34,30.7,Townhouse,Medium,Unfurnished,Yes,No,No,40891191
3582,5,5.0,3,2.0,33,16.1,Townhouse,Medium,Furnished,Yes,No,No,33576140
3427,4,3.0,1,0.0,1,6.1,Apartment,Low,Semi-Furnished,Yes,Yes,No,29340610
1876,2,5.0,2,0.0,30,34.7,Townhouse,High,,Yes,No,No,17122784
4077,7,1.0,1,1.0,15,1.0,House,Low,Semi-Furnished,No,No,No,34616036
1291,4,4.0,1,1.0,44,3.2,House,High,Semi-Furnished,No,No,No,14871780
6083,1,3.0,2,1.0,27,15.2,House,Premium,,No,No,Yes,52370382
5562,2,3.0,3,2.0,6,27.8,Villa,Medium,Furnished,Yes,No,Yes,48447500
1174,3,2.0,2,0.0,48,14.3,House,Medium,Unfurnished,Yes,Yes,Yes,11001427
5205,1,5.0,1,0.0,15,3.6,Villa,Medium,Furnished,Yes,No,Yes,49170307
1158,3,2.0,1,2.0,14,13.4,Apartment,High,Furnished,Yes,No,Yes,13188761
4813,4,5.0,1,3.0,51,10.6,Apartment,Medium,Unfurnished,Yes,Yes,Yes,39711152
980,7,3.0,3,1.0,42,1.2,House,Medium,Semi-Furnished,Yes,No,No,13584679
3403,1,1.0,1,3.0,47,21.9,Apartment,Medium,Semi-Furnished,No,No,No,24288099
4430,5,5.0,2,1.0,36,5.5,House,Premium,Semi-Furnished,Yes,No,No,42709539
4859,7,1.0,1,1.0,50,12.2,Apartment,Medium,Semi-Furnished,Yes,Yes,Yes,40459472
2982,6,2.0,2,0.0,6,26.0,House,Medium,Unfurnished,Yes,No,No,25176538
6025,7,5.0,3,1.0,32,29.3,Apartment,Premium,Unfurnished,Yes,Yes,No,52505098
5134,2,5.0,2,1.0,16,11.3,Apartment,Low,Semi-Furnished,Yes,No,No,41854522
1710,6,5.0,2,2.0,21,13.8,House,Low,Unfurnished,Yes,No,No,17659617
4510,7,3.0,1,,13,10.6,Apartment,Medium,Unfurnished,Yes,No,No,39438570
4869,3,,1,0.0,11,38.3,Apartment,Low,Semi-Furnished,No,No,Yes,36192928
2468,4,2.0,3,1.0,24,8.4,Apartment,Medium,Unfurnished,Yes,No,No,20436003
4916,4,4.0,1,0.0,50,8.1,Apartment,Medium,Furnished,Yes,Yes,Yes,40062985
5885,4,3.0,2,0.0,34,18.4,House,High,Furnished,No,No,No,50191525
5393,3,1.0,1,2.0,19,8.4,Apartment,Medium,Furnished,No,No,Yes,43657840
5063,7,3.0,1,3.0,23,7.1,House,Medium,Unfurnished,No,Yes,No,43764294
4288,7,3.0,2,2.0,29,4.7,House,Medium,Semi-Furnished,No,No,No,36471129
2086,3,2.0,3,0.0,13,26.0,House,High,Furnished,No,No,Yes,20601453
5261,6,2.0,1,3.0,28,,House,High,Semi-Furnished,No,No,Yes,45571970
2653,3,3.0,3,2.0,38,26.4,Apartment,High,Semi-Furnished,Yes,No,Yes,23836461
3669,6,1.0,2,2.0,13,31.2,Townhouse,High,Semi-Furnished,Yes,Yes,Yes,33817322
2352,5,1.0,3,0.0,32,13.7,House,High,Unfurnished,Yes,Yes,No,20801303
2343,4,4.0,1,2.0,38,36.8,Apartment,High,Unfurnished,Yes,No,No,18949643
1403,1,2.0,3,0.0,28,29.6,Townhouse,Low,Semi-Furnished,Yes,Yes,No,11587023
6265,5,4.0,1,2.0,16,32.4,House,Premium,Unfurnished,Yes,No,Yes,54001358
1344,3,3.0,3,0.0,30,29.1,House,High,Furnished,Yes,Yes,Yes,16099302
971,2,3.0,2,3.0,43,15.0,Townhouse,Medium,Semi-Furnished,Yes,Yes,Yes,12335162
6113,2,3.0,2,,12,12.0,Apartment,Low,Unfurnished,Yes,No,Yes,48489016
3807,7,3.0,1,2.0,31,17.5,Villa,Medium,Semi-Furnished,Yes,No,Yes,36611949
3099,1,5.0,2,0.0,37,4.8,House,Medium,Semi-Furnished,Yes,Yes,No,27803634
4911,6,5.0,1,2.0,17,18.6,House,High,Unfurnished,No,No,No,44555024
2769,7,2.0,2,1.0,21,2.7,Apartment,Medium,Furnished,No,No,No,27766636
1223,1,4.0,3,3.0,48,1.2,Apartment,Low,Semi-Furnished,Yes,No,Yes,11440501
4864,5,5.0,1,2.0,19,37.3,Townhouse,Medium,Semi-Furnished,No,No,No,40897436
1514,5,1.0,1,1.0,32,27.9,Apartment,High,Furnished,No,No,Yes,15196368
3795,3,4.0,1,0.0,8,22.9,Apartment,Low,Semi-Furnished,No,No,Yes,30336888
6191,5,3.0,1,2.0,50,14.3,House,High,Semi-Furnished,Yes,Yes,No,51215491
6113,3,5.0,1,1.0,32,,House,Medium,Unfurnished,Yes,No,Yes,49153561
2632,4,3.0,1,0.0,41,35.8,Apartment,Medium,Unfurnished,Yes,No,No,18630697
5170,4,5.0,2,2.0,33,26.4,Villa,Medium,Semi-Furnished,Yes,No,Yes,45387271
4156,6,1.0,1,0.0,19,,House,Medium,Semi-Furnished,Yes,No,No,33591644
3350,5,1.0,3,0.0,18,,Villa,High,Semi-Furnished,Yes,No,No,32872689
1296,3,5.0,3,0.0,38,14.5,Apartment,High,Semi-Furnished,Yes,No,No,12499869
2726,7,3.0,3,1.0,47,28.2,Apartment,Low,Semi-Furnished,Yes,No,No,20728096
4394,6,3.0,2,0.0,7,39.3,House,Medium,Furnished,No,No,Yes,37909835
6419,7,1.0,1,0.0,46,17.6,Apartment,High,Furnished,Yes,No,Yes,52807899
479,6,2.0,3,1.0,45,16.3,House,,Unfurnished,No,No,Yes,6859212
4792,3,5.0,1,0.0,5,17.7,Apartment,Medium,Furnished,Yes,Yes,No,42131432
5570,6,2.0,2,0.0,5,17.6,Villa,High,Furnished,Yes,No,Yes,53114180
6204,3,,2,,38,39.6,Townhouse,Low,,Yes,Yes,No,47058276
3014,2,2.0,3,0.0,46,28.6,Villa,Low,Unfurnished,No,No,No,22330235
1166,4,2.0,2,3.0,21,15.0,Townhouse,High,Unfurnished,Yes,No,Yes,15682059
2089,7,1.0,3,1.0,35,15.5,Townhouse,High,Semi-Furnished,Yes,No,Yes,23344641
5595,4,5.0,3,3.0,54,17.8,House,High,Semi-Furnished,Yes,No,Yes,47645474
5761,3,5.0,2,3.0,17,,House,Medium,Semi-Furnished,Yes,No,Yes,51316927
4304,4,1.0,3,3.0,12,21.6,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,38265540
1192,3,2.0,1,2.0,54,32.6,Townhouse,High,Unfurnished,Yes,Yes,No,10378023
1187,5,3.0,3,,15,26.8,Townhouse,Medium,Semi-Furnished,No,No,No,11182633
3342,3,2.0,1,2.0,25,8.7,Villa,Medium,Furnished,Yes,Yes,No,32481776
4008,4,4.0,3,0.0,24,29.4,Apartment,Medium,Furnished,Yes,No,No,32288872
645,3,2.0,2,3.0,28,29.1,Townhouse,,Semi-Furnished,Yes,No,No,5857850
4600,3,1.0,3,1.0,14,11.2,Townhouse,Medium,Unfurnished,Yes,Yes,No,37443027
3744,7,2.0,1,,37,25.3,House,Medium,Unfurnished,Yes,No,No,30938267
524,3,3.0,2,0.0,38,24.8,Villa,High,Unfurnished,Yes,No,Yes,8469160
1028,1,1.0,3,0.0,11,33.8,House,Medium,Semi-Furnished,Yes,No,No,8749803
3198,3,5.0,1,0.0,26,6.3,Townhouse,Low,Unfurnished,Yes,No,No,28565359
4821,4,1.0,1,2.0,3,8.6,Apartment,Low,Furnished,Yes,No,Yes,41092237
5443,1,1.0,1,0.0,12,20.0,Villa,Low,Semi-Furnished,No,No,Yes,44629714
3059,3,3.0,1,3.0,54,2.7,Apartment,Medium,Semi-Furnished,No,No,No,25176843
2236,2,3.0,2,1.0,27,17.2,Apartment,Medium,Unfurnished,Yes,Yes,No,19019888
6308,4,2.0,2,2.0,34,31.7,Apartment,Low,Semi-Furnished,No,Yes,Yes,47927156
3224,6,2.0,1,1.0,48,6.8,House,Medium,Semi-Furnished,Yes,No,Yes,27435997
2358,7,1.0,1,0.0,39,18.9,Apartment,,Semi-Furnished,Yes,No,No,18062817
3126,3,4.0,1,0.0,43,39.6,Townhouse,Medium,Unfurnished,No,No,No,22856052
523,7,2.0,3,2.0,39,20.7,House,Low,Furnished,Yes,No,No,7666688
2276,2,1.0,3,2.0,27,20.4,Townhouse,Medium,Unfurnished,Yes,No,No,19907085
3569,6,2.0,1,1.0,34,22.8,Apartment,High,Unfurnished,Yes,No,No,29779915
6006,4,5.0,1,1.0,15,8.3,Apartment,High,Furnished,Yes,Yes,Yes,53327305
4916,6,2.0,1,3.0,48,6.7,Villa,Medium,Unfurnished,No,No,No,39996060
5176,6,5.0,3,3.0,9,27.4,House,High,Unfurnished,Yes,No,No,45864557
3746,4,2.0,3,1.0,48,16.4,House,High,Semi-Furnished,No,No,Yes,31015559
1119,2,1.0,3,0.0,48,12.3,Villa,Low,Semi-Furnished,Yes,Yes,No,10642565
2815,4,2.0,1,1.0,7,2.2,Villa,Medium,Unfurnished,No,No,Yes,28719049
6482,6,2.0,2,2.0,39,34.0,House,High,Unfurnished,No,Yes,No,52001151
717,7,1.0,1,2.0,54,,Townhouse,Medium,Unfurnished,Yes,Yes,No,10595060
5769,7,3.0,3,0.0,31,30.2,House,Medium,Semi-Furnished,Yes,No,No,47298173
4591,2,2.0,2,0.0,18,15.9,House,Medium,,Yes,No,Yes,39413351
2167,5,4.0,1,1.0,48,24.3,House,Low,Semi-Furnished,Yes,No,Yes,19208325
5156,1,3.0,3,3.0,28,10.7,Apartment,Premium,Furnished,Yes,No,Yes,47870236
5513,5,3.0,2,0.0,6,7.1,Apartment,Low,Unfurnished,Yes,No,No,45199288
711,7,3.0,2,1.0,13,21.8,Villa,Low,Unfurnished,Yes,No,Yes,11019542
1093,1,1.0,1,0.0,37,28.1,House,Low,Unfurnished,Yes,Yes,No,6279236
4477,5,4.0,1,0.0,25,8.6,Apartment,Medium,Unfurnished,Yes,No,Yes,38057517
6494,7,1.0,3,,11,18.0,House,High,Unfurnished,Yes,No,No,54627057
594,6,4.0,1,1.0,43,18.3,Apartment,High,Furnished,Yes,No,Yes,8848872
4477,3,5.0,1,1.0,6,9.4,Apartment,Premium,Unfurnished,Yes,No,No,42355354
1275,1,4.0,3,3.0,12,23.0,Townhouse,Medium,Semi-Furnished,Yes,No,No,13176143
4383,7,3.0,1,0.0,25,6.7,House,Medium,Semi-Furnished,Yes,No,Yes,37714157
4221,7,2.0,2,0.0,2,20.9,Apartment,Medium,Furnished,Yes,No,No,35590222
997,5,5.0,3,3.0,21,5.4,House,Low,Unfurnished,Yes,No,No,13371280
4568,7,2.0,2,2.0,50,19.9,House,High,Unfurnished,Yes,No,Yes,38104473
5877,1,3.0,2,0.0,51,13.2,House,Medium,Furnished,Yes,Yes,No,46623919
5673,5,4.0,1,1.0,47,18.6,Townhouse,Medium,Unfurnished,No,No,No,45604200
625,1,,2,2.0,17,17.9,House,Medium,Semi-Furnished,Yes,Yes,Yes,10952499
1937,7,5.0,2,1.0,3,36.4,House,High,Semi-Furnished,Yes,No,Yes,21662457
1907,5,1.0,2,2.0,44,20.1,House,Medium,Semi-Furnished,Yes,Yes,No,15522153
3192,7,5.0,1,2.0,20,32.9,House,High,Unfurnished,Yes,No,No,29205639
1315,4,1.0,1,1.0,41,9.8,Apartment,High,Unfurnished,Yes,No,No,12451080
5618,1,3.0,3,3.0,6,14.7,Apartment,High,Semi-Furnished,Yes,No,No,48788577
5149,1,5.0,3,1.0,36,3.9,Villa,Low,Semi-Furnished,Yes,Yes,Yes,46737501
5340,3,4.0,3,3.0,32,17.4,House,Low,Semi-Furnished,Yes,No,Yes,45868292
1649,6,5.0,1,0.0,50,27.1,House,Medium,,Yes,No,No,16344182
538,2,2.0,3,1.0,5,33.7,Apartment,High,Furnished,Yes,Yes,No,7712395
5959,6,2.0,1,2.0,22,23.1,Villa,Premium,Furnished,No,No,Yes,56407807
2197,2,2.0,2,3.0,54,26.0,Apartment,Medium,Semi-Furnished,Yes,No,No,15684705
4420,4,2.0,1,0.0,21,7.9,House,Medium,Unfurnished,No,Yes,Yes,38487364
5952,2,4.0,3,3.0,36,2.5,Villa,Medium,Semi-Furnished,Yes,No,No,52883415
668,4,3.0,1,0.0,8,31.9,House,Medium,Semi-Furnished,Yes,Yes,No,6510947
483,4,4.0,3,1.0,40,7.5,Townhouse,Medium,Semi-Furnished,Yes,Yes,Yes,8918696
482,1,3.0,1,1.0,15,4.6,Apartment,Medium,Unfurnished,Yes,Yes,Yes,6527041
1395,4,2.0,3,1.0,31,37.6,House,High,Semi-Furnished,Yes,Yes,No,12094158
762,6,1.0,2,3.0,48,38.6,Townhouse,,Unfurnished,No,No,Yes,6909583
5410,7,3.0,1,2.0,36,25.0,House,Medium,Unfurnished,Yes,No,No,45580895
4115,3,5.0,1,3.0,26,15.8,House,Low,Furnished,No,No,No,35039095
6379,7,5.0,3,1.0,10,33.5,House,Medium,Semi-Furnished,Yes,Yes,No,55296641
5298,7,2.0,1,3.0,18,9.0,Villa,High,Semi-Furnished,Yes,No,No,50649963
6277,7,3.0,1,1.0,46,17.7,Townhouse,,Semi-Furnished,Yes,Yes,Yes,52549199
1893,3,4.0,2,2.0,11,14.9,House,Low,Semi-Furnished,Yes,No,No,18716518
2191,6,4.0,1,2.0,36,,Townhouse,Low,Unfurnished,No,No,No,17281481
5588,4,1.0,1,2.0,26,36.9,House,Low,Semi-Furnished,Yes,No,No,42645103
1931,1,3.0,2,2.0,17,26.4,House,High,Unfurnished,No,Yes,Yes,19770825
796,2,1.0,3,1.0,39,5.3,Apartment,Medium,,Yes,No,Yes,8603724
4498,5,1.0,3,2.0,19,19.8,House,Medium,,Yes,No,No,37520517
5295,2,4.0,3,3.0,15,,Townhouse,Medium,Furnished,Yes,No,No,46538917
6307,4,1.0,1,,29,,House,Low,Semi-Furnished,No,No,Yes,46219041
6063,6,2.0,2,,41,6.4,Apartment,Medium,Semi-Furnished,Yes,Yes,No,50596745
1177,2,3.0,1,0.0,47,3.1,House,Low,Unfurnished,Yes,No,Yes,9550537
5121,4,4.0,3,1.0,34,28.5,Villa,Premium,Semi-Furnished,Yes,No,No,47821547
5569,2,3.0,2,3.0,36,18.7,Townhouse,Low,Semi-Furnished,Yes,No,Yes,45896063
4673,4,1.0,1,2.0,43,33.7,Apartment,Medium,Semi-Furnished,No,No,No,32780911
5409,2,4.0,3,0.0,14,3.9,Apartment,Low,Semi-Furnished,No,No,No,43842879
5519,7,5.0,1,2.0,13,32.2,House,High,Furnished,Yes,No,No,50918727
3151,1,5.0,1,3.0,26,2.5,Apartment,Low,Semi-Furnished,No,No,No,26916566
692,7,4.0,3,0.0,34,2.1,Townhouse,Premium,Semi-Furnished,Yes,No,No,14023508
3209,6,3.0,2,0.0,35,19.0,House,Low,Semi-Furnished,Yes,No,Yes,28364191
1670,6,5.0,3,1.0,8,9.6,House,High,Semi-Furnished,Yes,Yes,No,21578592
1138,6,3.0,2,2.0,42,24.2,Apartment,High,Semi-Furnished,No,No,No,9837328
